"id","Mating"
29674426,0
4509841,0
17823361,0
15349833,0
17143262,1
34544414,0
17160352,0
16670612,0
8762791,0
34335721,0
35514050,0
16561228,1
6224890,0
5216651,1
41202085,1
17003831,0
1554386,0
7271488,0
35030208,0
34893898,0
34004490,0
11568899,0
5758926,0
32860601,0
30150696,1
29875440,1
36395777,1
16971317,0
16490503,0
33593784,0
30945825,0
32845331,1
34362468,0
16750858,0
29956501,0
16407531,0
44929130,1
13424931,1
27781605,0
7774547,0
4421957,0
15271478,0
15659933,0
24299294,0
43495780,0
5759026,1
22812704,0
19031292,1
43009605,0
11520206,1
8742312,0
6010490,0
1567594,0
28532804,1
3353488,1
5951691,1
5745318,1
29278148,1
1884072,0
9787119,0
6937614,1
4057954,0
15201518,0
31494857,1
27547553,0
4040819,1
15848189,1
4933197,1
1902485,1
7511930,1
16030805,1
30888684,1
3020857,1
15962746,1
28440282,1
31144585,1
2954927,1
25042679,1
14141773,0
30629113,1
9219989,1
7101609,0
16770094,0
16221132,0
25054216,1
32959749,0
31267790,1
32610163,1
5885548,1
30718571,1
33558632,0
17102225,0
27794251,0
14832519,0
28439255,1
30807481,1
15703460,1
95222,1
16147707,1
1744790,1
29591209,1
7636933,0
31801646,0
4073239,0
16220671,1
31246106,0
34335652,0
30653699,1
41469601,0
32928338,0
31242100,1
32074113,1
17277057,0
8280686,0
3914683,1
29713175,1
31813447,1
33608567,1
28405265,0
26032402,1
16456780,1
16970822,0
7286621,1
3585307,1
3174797,1
29985461,1
29702718,1
32120242,1
8575563,0
2097279,0
34167734,0
44592857,0
34045942,0
31505581,1
3163914,1
31581658,1
286509,0
4986286,0
3687731,0
30512967,1
32099647,1
4031597,1
27640514,1
3745532,1
4444252,0
5608561,0
29996207,1
3803726,1
5251535,1
1399629,1
24556465,1
7766921,0
3211288,0
3773580,0
794212,0
32140906,0
143584,1
23488462,1
10083257,1
6898414,1
18372901,1
7101591,1
7129092,1
1473137,1
29954135,1
14714341,1
34038767,0
43807174,0
3076637,1
11423589,0
12019731,1
41856561,0
43506633,1
19249237,0
44039170,1
15079888,0
16531103,0
1846981,0
35046884,0
8895871,0
18287231,0
44297258,0
11406823,0
36920119,0
42285891,0
39217884,0
26567404,0
38147666,0
45222019,0
27581603,0
44770942,0
26628410,0
19886227,0
1748094,0
1606932,0
28375353,0
31129195,0
17003778,0
7957756,0
13413100,0
5768353,0
104919,0
4469001,0
5773597,0
881788,0
34725414,0
27190933,0
33523957,0
42333751,0
17923041,0
4008872,0
59130,0
12080547,0
8359922,0
4316545,0
4395917,0
13091240,0
29747529,0
45617598,0
8097595,0
29267044,0
4151825,0
31568138,0
26997685,0
4194493,0
17589057,0
45024249,0
8387676,0
4177004,0
17193807,0
13815844,0
7362114,0
37452629,0
19143322,0
3854986,0
7765832,0
1694876,0
7379041,0
20892335,0
27482972,0
27972863,0
30844194,0
29078855,0
30659218,0
19644047,0
18213196,0
9077121,0
36902745,0
1826805,0
6630972,0
18411429,0
8071103,0
17264748,0
36739363,0
14702499,0
28291546,0
31941515,0
15690994,0
7714110,0
8432539,0
7221283,0
7221224,0
15751866,0
32984967,0
28741059,0
25085127,0
19749245,0
24607533,0
19166502,0
38273855,0
16233775,0
24633401,0
32568555,0
6216035,0
7758603,0
27101611,0
34285511,0
15058783,0
5857234,0
29719203,0
11565434,0
12284547,0
5027967,0
17432233,0
24451216,0
6168736,0
7880020,0
8717108,0
30584725,0
22094924,0
6971928,0
29928075,0
24617850,0
15035880,0
7884186,0
16769518,0
7036649,0
288871,0
41327926,0
1919644,0
22348207,0
13620643,0
15758501,0
28150075,0
29955255,0
30332611,0
5734834,0
22896628,0
5960297,0
26580470,0
903431,0
31552915,0
31252474,0
36664172,0
7140514,0
14718394,0
8421311,0
9754192,0
9338981,0
28764489,0
33102332,0
9001746,0
38120642,0
38039286,0
6621194,0
16399137,0
12997185,0
4031371,0
14421106,0
8606131,0
29618189,0
7510809,0
34094085,0
31675505,0
32852257,0
3123220,0
31818501,0
29201154,0
16794416,0
30906001,0
25123929,0
31618614,0
30431258,0
29862959,0
20145530,0
7135401,0
30254583,0
6827497,0
14615100,0
7681509,0
29556934,0
35095414,0
10310673,0
17050658,0
6784305,0
16920740,0
33537745,0
31653110,0
5485509,0
16324540,0
36685070,0
35239708,0
38546087,0
10439529,0
15490313,0
4397182,0
18926741,0
23456328,0
4311734,0
44670825,0
26637818,0
36656925,0
32170310,0
24647975,0
33668190,0
16486725,0
4462493,0
15433877,0
30579771,0
3183572,0
15157198,0
1935659,0
33589538,0
28146937,0
31260989,0
34411022,0
24513119,0
27224509,0
12749291,0
17534916,0
38101746,0
8806698,0
26603290,0
34846848,0
14954256,0
4428772,0
13896622,0
12943234,0
3819881,0
5235772,0
26060130,0
20559577,0
8779400,0
14754730,0
30390762,0
35960428,0
10259540,0
33715137,0
28965227,0
32894191,0
27606443,0
32020641,0
30402313,0
42931099,0
11573546,0
14436714,0
24762875,0
11989823,0
11550993,0
1396994,0
18468047,0
6957167,0
30396953,0
29395636,0
26825265,0
17376585,0
24064817,0
30336304,0
8549304,0
27224559,0
17034513,0
26360085,0
7091167,0
15145962,0
3799692,0
10604187,0
29269532,0
15858686,0
7730059,0
3873762,0
4298084,0
29658577,0
33203743,0
7878735,0
18042170,0
17221847,0
30885868,0
7152260,0
32452472,0
8801239,0
15190991,0
17826805,0
3842992,0
26890530,0
15380516,0
23445928,0
32006968,0
33550816,0
31425407,0
32412254,0
11406269,0
9982136,0
45302280,0
44524526,0
34335712,0
33250939,0
8207271,0
28586656,0
7117394,0
31067527,0
33798038,0
33400562,0
33894948,0
16967919,0
30183464,0
28334896,0
30207380,0
8107597,0
16636264,0
3948572,0
7386417,0
32971108,0
30453389,0
14404835,0
27654729,0
7935580,0
33144803,0
7795366,0
32334777,0
29927555,0
13845830,0
32672377,0
14045446,0
31847270,0
33717888,0
40046345,0
45306807,0
43902438,0
16898906,0
17038880,0
14326889,0
1757783,0
17512546,0
18267628,0
14830197,0
12312381,0
16726979,0
21147456,0
8642139,0
29380669,0
29349903,0
16268106,0
45050102,0
44974456,0
12984682,0
18395418,0
8844419,0
3980466,0
16179483,0
33206103,0
2112401,0
31022205,0
23488474,0
24894014,0
26087426,0
28999227,0
31867190,0
27734765,0
31935677,0
16465364,0
16445248,0
29569746,0
15171656,0
13531714,0
2505008,0
8168071,0
16456253,0
16239575,0
32287907,0
17960756,0
31029545,0
28844162,0
32613433,0
3461443,0
16963318,0
8416168,0
8013863,0
5778222,0
18032586,0
32951737,0
16970055,0
16419273,0
845940,0
33233103,0
15691810,0
16970431,0
31295091,0
11705350,0
8489771,0
33086099,0
30453930,0
6863464,0
19354628,0
28816941,0
33004182,0
29882341,0
30884266,0
17943529,0
17053541,0
17621516,0
18304910,0
5689391,0
14678710,0
16332780,0
22129020,0
13172130,0
27652938,0
16254924,0
30129830,0
2981486,0
33894177,0
28872634,0
30770961,0
19719601,0
6729847,0
6894908,0
34839655,0
10660756,0
31490277,0
30015082,0
31685686,0
17004378,0
14466794,0
20758132,0
42672973,0
27926930,0
26088551,0
29291652,0
12748297,0
7946789,0
18850285,0
21491257,0
38302159,0
31040772,0
32025349,0
102271,0
23636577,0
15990887,0
45651592,0
20099678,0
32192590,0
17895114,0
17074854,0
36141493,0
20377627,0
4140831,0
25245119,0
10427469,0
112685,0
6273383,0
31379551,0
32480806,0
26388336,0
5665256,0
1909021,0
3024966,0
11680380,0
7584233,0
26291694,0
8137698,0
4291211,0
33209641,0
26832204,0
6948698,0
3933273,0
33229712,0
30589106,0
3134864,0
17684151,0
16167044,0
3692664,0
2981581,0
4377907,0
6590384,0
7837395,0
7680342,0
7949971,0
24413671,0
26576247,0
5769784,0
7814821,0
6184224,0
5657512,0
12417030,0
24099977,0
409032,0
17146063,0
7102951,0
13158998,0
31247654,0
7639373,0
17762160,0
6011405,0
28333567,0
22270691,0
7017132,0
13473167,0
31939079,0
30118554,0
30497408,0
35131580,0
33290688,0
30083323,0
1561955,0
32810810,0
3800314,0
27245969,0
16664266,0
3863076,0
3107930,0
12731391,0
1752518,0
748510,0
20274287,0
35923366,0
16505058,0
4408960,0
3902110,0
36209845,0
15145476,0
4269924,0
31129194,0
6677742,0
3584332,0
17485636,0
6042512,0
7025853,0
12005847,0
12919227,0
7950141,0
32783115,0
5710407,0
29938748,0
12770877,0
4277344,0
4068622,0
6748295,0
4744822,0
16274918,0
33732542,0
1533875,0
6804245,0
15967344,0
27249623,0
30110372,0
30544697,0
33025328,0
35307821,0
29867805,0
33513526,0
1901328,0
3633963,0
29851152,0
29146597,0
19779348,0
19518856,0
3038224,0
44621395,0
45000290,0
38812545,0
3057784,0
9134529,0
1881716,0
42262955,0
41733992,0
24255432,0
43251876,0
43338742,0
11810454,0
42346320,0
24057191,0
42145973,0
9149265,0
5873683,0
9042777,0
20813160,0
41920907,0
5763302,0
43250478,0
44822109,0
41226522,0
36451245,0
38507350,0
4721410,0
11717844,0
5709836,0
11704475,0
5824520,0
39044034,0
35107762,0
32301685,0
30183914,0
4141603,0
17417025,0
3780875,1
37576404,0
27135457,0
34760862,0
16973570,0
8957521,0
45444060,0
40459618,0
41169576,0
21608757,0
40850810,1
21331568,0
41055110,0
45120358,0
6040117,1
41928689,0
43207957,0
22771411,0
9251138,0
42253740,0
5416874,0
39422660,0
39993657,0
39418803,0
21485410,0
9165640,0
33283768,0
33283765,0
509581,0
10511604,0
40614748,0
1833475,0
20708770,0
21735451,0
37205278,0
22150359,0
1337374,0
40842055,0
5444324,0
21472397,0
41101815,0
43439665,0
42112979,0
42360818,0
42055823,0
44744666,0
300126,0
10444400,1
404670,0
31315883,0
33558904,0
32392633,0
29354951,0
32316580,0
16847626,0
17086260,0
16417043,0
7821239,0
32886424,0
32340631,0
34921164,0
32239533,0
31700077,0
17743115,0
31700373,0
17603347,0
31053360,0
17078160,0
34154047,0
17601606,0
8398816,0
34078185,0
17501023,0
16097080,0
4195849,0
20953232,0
32362992,0
16426621,0
16173430,0
4435284,0
32413726,0
17064730,0
34338278,0
8294671,0
7531153,0
32985246,0
32405336,0
15282988,0
31584473,0
32340648,0
35082831,0
7937351,0
33633824,0
33765033,0
18092257,0
33570661,0
16617202,0
32957188,0
33927113,0
30366062,0
4056724,0
33450482,0
32863614,0
22543988,0
32363735,0
32353387,0
33898019,0
32051125,0
8504704,0
34458688,0
37634005,0
34883870,0
7883489,0
15986143,0
33534230,0
17424553,0
11803964,0
34920953,0
31005245,0
8317797,0
29681048,0
2851039,0
5666912,0
17227011,0
16292179,0
6445913,0
19723386,0
7826087,0
18839673,0
35442628,0
9039165,0
17760377,0
31929394,0
32184827,0
17188919,0
33429356,0
29386949,0
34657180,0
8251869,0
17768864,0
33429132,0
32302129,0
8739658,0
34224737,0
4337762,0
34335731,0
33952866,0
34601250,0
7571517,0
33967053,0
16272369,0
18033037,0
9552489,0
4554668,0
33600269,0
16256487,0
13937770,0
15143384,0
31639497,0
16432310,0
16697884,0
1886444,0
31507449,0
13958994,0
33553220,0
16215727,0
35101424,0
16656306,0
34182714,0
32414678,0
30908588,0
19562290,1
4348169,0
33172540,0
35100746,0
31586944,0
8160997,0
32304201,0
8068995,0
32582547,0
8375555,0
7664741,0
17138193,0
17939386,0
4024353,0
30749120,0
34256689,0
17128363,0
33064189,0
17216127,0
9498892,0
4683480,0
32597034,0
8209888,0
32858220,0
34090192,0
8673042,0
14862113,0
30046312,0
8071984,0
7360896,0
7039129,0
35806441,0
29058190,0
33435978,0
34092561,0
7556090,0
17387041,0
33252133,0
34082905,0
8185090,0
8009810,0
34510696,0
34320464,0
12915556,0
1022489,0
26809315,0
8191607,0
32274621,0
33762977,0
1943034,0
32383254,0
32426604,0
7938382,0
37920214,0
32520932,0
12231835,0
4110863,0
17250279,0
32355491,0
33529185,0
34159595,0
8310973,0
34098712,0
19178119,0
22349323,0
3455630,0
33894819,0
15388194,0
25126881,0
34937723,0
7513324,0
16358274,0
6547376,0
29798157,1
18001849,0
16553665,0
34028144,0
32266434,0
6755909,0
35255008,0
8263850,0
7316745,1
32490937,0
34590882,0
16338779,0
31439344,1
7236501,1
425748,0
34970265,0
1843669,0
30522223,0
30017663,1
24949845,1
33025024,0
17323935,0
34930299,0
13608358,0
11032789,0
33512361,1
1067927,0
10511158,0
8469989,0
14554010,1
15424353,1
31369897,1
16808991,0
24042395,1
34118408,0
12658495,1
3998175,1
25366301,1
32433369,1
11954030,1
38244920,1
35131056,0
7316743,1
31620159,1
6332260,1
14733072,0
6426706,1
7789964,1
35201363,0
6977395,1
38324506,1
32717220,0
1781560,0
7700966,0
12767274,1
27085225,1
30184072,0
7123975,1
24173231,0
7587784,0
24014582,0
31502111,0
15354267,0
15705173,1
18039117,0
34169708,0
15120367,0
27019827,1
4365155,0
3769689,1
27477310,1
14698785,1
29497962,1
15289310,0
12716583,1
33073068,0
16634418,0
29537750,0
32867724,0
3688266,1
33376579,0
29483576,1
25783403,0
12127919,0
32067874,0
27726883,1
8684645,1
3668390,1
30497564,1
28842407,1
26935917,1
10511327,0
27550755,1
33775694,0
7763974,0
34272442,0
30494323,0
3447254,0
34415266,0
17474111,0
31682643,0
10156876,0
33457192,0
30839654,0
35138413,0
20542868,0
1681898,0
30518531,0
35923473,0
9151495,0
4041579,0
35681651,0
2808364,0
32836580,0
18544663,0
34936486,0
7307024,0
8741710,0
5986443,0
5025486,0
3902922,0
26711785,0
31787338,0
31729735,0
33897939,0
17013672,0
33176711,0
33850936,0
32122864,0
9130927,0
26779270,0
1564990,0
18423582,0
6792998,0
3701952,0
28573916,0
15199146,0
12701411,0
7033012,0
33757357,0
16183247,0
4459866,0
31202768,0
7568709,0
29446211,0
12001495,0
34379500,0
15787829,0
34410310,0
15985442,0
25952418,0
1864313,0
6454860,0
34661078,0
30764168,0
5794237,0
29662064,0
9039117,0
17918417,0
17805582,0
23083394,0
29025579,0
29496174,0
34087095,0
36047703,0
5639212,0
23352705,0
35103005,0
10995594,0
28099659,0
7427287,0
6370160,0
5691758,0
28555680,0
15737106,0
16999907,0
13535115,0
27338575,0
14703210,0
6187346,0
30679267,0
2936177,0
38759464,0
9239277,0
28942589,0
16507060,0
11841132,0
7558671,0
26196972,0
17535277,0
29070503,0
21942134,0
20883211,0
5669457,0
6783316,0
38746514,0
28872267,0
17799333,0
14582988,0
16730247,0
33705330,0
37924016,0
18001597,0
31991148,0
24999602,0
1861356,0
17519790,0
9697738,0
32809871,0
16130727,0
32294561,0
16254997,0
13586857,0
32384766,0
7255905,0
30454507,0
30137941,0
11614478,0
14222204,0
26257040,0
36459987,0
30916074,0
30912734,0
11274796,0
7634167,0
29002921,0
33652554,0
10595276,0
25468566,0
10271827,0
11374875,0
7837162,0
28946012,0
29145582,0
29911120,0
15271810,0
16174712,0
33602467,0
35253631,0
7422108,0
7587718,0
33859782,0
30197379,0
29949031,0
32915879,0
15800229,0
5938961,0
11627445,0
33412349,0
35100124,0
11282977,0
37688203,0
27715121,0
33725647,0
31418081,0
34594768,0
7503554,0
29988944,0
8468122,0
17221798,0
30341453,0
27527656,0
32377348,0
33720545,0
14125544,0
34870262,0
17545944,0
16662925,0
17804897,0
19360792,0
16551980,0
7682669,0
9064508,0
26982673,0
27600052,0
29033145,0
18486358,0
28591182,0
11685538,0
1794239,0
8591942,0
33535068,0
29882116,0
24945248,0
18395322,0
25090320,0
24195917,0
27777864,0
22570492,0
14809522,0
31664925,0
19154481,0
32285769,0
27938769,0
3876900,0
33155802,0
22097188,0
18101338,0
8643535,0
29633557,0
31133981,0
31533169,0
24319496,0
31352130,0
15071651,0
29939216,0
15019685,0
3759299,0
16187267,0
7112256,0
14245549,0
34392298,0
3902048,0
30455288,0
32170617,0
27224944,0
16405813,0
16490002,0
8322528,0
6948206,0
8275756,0
15145941,0
34814331,0
279013,0
11790033,0
7848586,0
35893294,0
3121395,0
17426379,0
7945257,0
4098083,0
33759279,0
8045821,0
31487154,0
18813042,0
3050659,0
7362815,0
1808059,0
7943702,0
36761540,0
5735467,0
19079511,0
20423802,0
3193044,0
33871734,0
31411551,0
4853663,0
31605999,0
1589503,0
16147335,0
7701810,0
14177448,0
15454371,0
16921441,0
6998132,0
33649020,0
8268748,0
15345957,0
10822855,0
3315566,0
8002333,0
16130882,0
30550572,0
29140878,0
9130866,0
4589832,0
22928064,0
33960372,0
3478587,0
3786549,0
1839174,0
14387436,0
43340023,0
41832213,0
43436358,0
41963458,0
43024510,0
23957628,0
42761356,0
41313527,0
43821452,0
42771227,1
5986460,0
5689382,0
27605206,0
